SURVEY: ATLAS
SNID: 2017acd
IACU: 2017acd
FILTERS: co
TYPE: 1
RA: 237.656792
DECL: -58.733511
PIXSIZE: 1.86
PEAKMJD: 57780.77799770003
REDSHIFT_HELIO: 0.02  +- 0.000
HOSTGAL_OBJID: -9
HOSTGAL_PHOTOZ: -9
HOSTGAL_SPECZ: -9
HOSTGAL_SNSEP: -9
HOSTGAL_LOGMASS: -9
HOSTGAL_MAG: -9
HOSTGAL_SB_FLUXCAL: -9
# ================================
# TERSE LIGHT CURVE OUTPUT
#
NOBS: 75
NVAR: 8
VARLIST: MJD BAND FIELD FLUXCAL FLUXCALERR SKYSIG GAIN PHOTFLAG
OBS: 57747.640097 c NA 1.87068e+03 6.5057e+02 20.2 1 0
OBS: 57751.638216 c NA 6.38557e+04 4.6878e+02 15.6 1 0
OBS: 57751.648193 c NA 7.09251e+02 3.5115e+02 15.8 1 0
OBS: 57751.665774 c NA 6.20583e+03 8.7494e+02 28.3 1 0
OBS: 57763.607701 o NA 1.18250e+03 6.3296e+02 40.9 1 0
OBS: 57763.622033 o NA 2.42773e+03 6.8191e+02 36.8 1 0
OBS: 57779.56567 c NA 5.92107e+03 5.1103e+02 17.5 1 0
OBS: 57779.581749 c NA 5.17607e+03 3.8977e+02 15.1 1 0
OBS: 57779.597165 c NA 4.18794e+03 4.6573e+02 15.1 1 0
OBS: 57783.561132 c NA 1.36019e+04 4.9199e+02 14.7 1 0
OBS: 57783.577806 c NA 1.19234e+04 5.1565e+02 14.1 1 0
OBS: 57783.593914 c NA 6.04784e+04 4.9925e+02 14.2 1 0
OBS: 57787.532935 c NA 1.98976e+04 9.6542e+02 21.1 1 0
OBS: 57787.546514 c NA 1.71080e+04 6.0362e+02 17.0 1 0
OBS: 57787.561278 c NA 1.12099e+04 1.6775e+03 35.2 1 0
OBS: 57787.575669 c NA 8.44112e+04 5.4247e+02 15.8 1 0
OBS: 57787.585272 c NA 5.65979e+04 5.1889e+02 14.5 1 0
